~id,~label,name:String,dosage:String
41005,treatment,escitalopram,"{'20 Mg': 1, '2 cc’s': 1, '0.5 teaspoon': 8}"
41006,treatment,lamotrigine,"{'200 mg': 1, '50 mg': 3}"
41007,treatment,olanzapine,{'5 mg': 1}
41008,treatment,sulfasalazine,{'1500 mg': 1}
41009,treatment,escitalopram,{'20 Mg': 2}
41010,treatment,olanzapine,{'5 mg': 2}
41011,treatment,sulfasalazine,{'1500 mg': 2}
41012,treatment,plexus biocleanse,{'2': 1}
41013,treatment,cbd oil,{'1.5ml': 2}
41014,treatment,motrin,{'400 mg': 1}
41015,treatment,motrin,"{'400 mg': 66, '800mg ': 2, '2 per': 1}"
41016,treatment,prevacid,{'pill': 1}
41017,treatment,prozac,{'10.0 mg': 4}
41018,treatment,excedrin,{'1 pill': 1}
41019,treatment,buspar,{'2 x 30 mg': 1}
41020,treatment,unisom,{'100mg': 1}
41021,treatment,vistaril,{'50mg as needed': 1}
41022,treatment,wellbutrin,"{'150mg x 2': 1, '300mg': 1}"
41023,treatment,ibprofen,"{'2 tablets': 1, '1 tablet': 2}"
41024,treatment,zoloft,{'150 mg': 15}
41025,treatment,zoloft,"{'150 mg': 3, '50 mg': 1}"
41026,treatment,magnesium,{'250 mg': 1}
41027,treatment,valerian root,{'450 mg': 1}
41028,treatment,paxil,{'40 mg': 4}
41029,treatment,paroxetine,{'20mg': 14}
41030,treatment,hydroxychloroquine,{'400mg': 1}
41031,treatment,lyrica,{'120mg': 1}
41032,treatment,naproxen,{'550 mg': 1}
41033,treatment,fluticasone,{'2 sprays in each nostril': 6}
41034,treatment,paracetemol,{'500': 2}
41035,treatment,codine,{'3 x 30mg': 2}
41036,treatment,pt exercises,{'15 minutes': 2}
41037,treatment,physical therapy,{'1 hour ': 1}
41038,treatment,heat,{'in the car': 1}
41039,treatment,entocord,{'2 mg': 50}
41040,treatment,dolocatilcodeina,"{'Media': 49, 'Media y media': 1}"
41041,treatment,cyclobenzaprine,"{'3 x 10mg': 1, '2,5 mg': 1, '1/4': 1, '1/5': 2, '1/6': 1, '1/2': 1}"
41042,treatment,sumatriptan,"{'100mg': 1, '50mg': 1}"
41043,treatment,mesalazine,{'3x 800mg': 5}
41044,treatment,iron,{'1 sachet': 99}
41045,treatment,vitamin d,{'1000.0 IU': 80}
41046,treatment,sleep,"{'8 hours': 10, '7 hours': 11, '6 hours': 6, '9 hours': 68, '4 hours': 1, '11 hours': 3, '10 hours': 5}"
41047,treatment,morning formula,"{'4 capsules': 53, '5 capsules': 10, '2 capsules': 2, '2/3 dose': 6, 'full dose': 31, '1/3 dose': 1, 'full dose + 1/3 dose': 1}"
41048,treatment,evening formula,"{'6 capsules': 40, '8 capsules': 23, '2 capsules': 2, '2/3 dose': 5, 'full dose': 34}"
41049,treatment,same,{'200': 63}
41050,treatment,bentyl,{'20 mg': 1}
41051,treatment,cyproheptadine,"{'4 mg Am, 6 mg PM': 1}"
41052,treatment,quercetin,"{'1 capsule BID': 1, '2': 1}"
41053,treatment,cbd capsule,{'30 mg BID': 1}
41054,treatment,anti-depressants,{'120 mg': 2}
41055,treatment,sucralfate,{'3x': 1}
41056,treatment,fluids,{'32oz water': 1}
41057,treatment,mirtazapine,{'1 pill ': 1}
41058,treatment,ondansetron,{'1pill': 1}
41059,treatment,sucralfate,{'x4': 1}
41060,treatment,fluids,"{'24 oz': 2, '16 oz H2O': 1}"
41061,treatment,blood pressure,"{'124/64 95pulse': 1, '103/68': 1, '103/82': 1}"
41062,treatment,prednisone 5mg,"{'1 x 5 mg': 1, '5mg three times a day': 1}"
41063,treatment,prednisone 5mg,{'5mg three times a day': 3}
41064,treatment,blood pressure,{'103/82': 3}
41065,treatment,prednisone,{'05': 3}
41066,treatment,medical marijuana,"{'1 treatment': 1, '3 treatments': 1}"
41067,treatment,elidel,{'Applied 1x': 2}
41068,treatment,tramacet,{'2 pills': 1}
41069,treatment,eltroxin,{'0.05mg': 1}
41070,treatment,fish oil,"{'1200.0 mg': 1, '2 pills': 2}"
41071,treatment,ldn,{'6 mg': 1}
41072,treatment,methylphenidate,"{'1 x 0.5 mg': 1, '30 m': 2, '2 x 10.0mg': 4}"
41073,treatment,cymgen,{'60': 33}
41074,treatment,cymgen,{'60': 1}
41075,treatment,beclometasone dipropionate,{'4 puffs': 13}
41076,treatment,cordyceps,{'1': 2}
41077,treatment,cordyceps,{'1': 3}
41078,treatment,l-carnitine,{'1000 mg': 3}
41079,treatment,n-acetyl cysteine,"{'2 x 600 mg': 3, '500 mg': 3, '2 x 500mg': 45}"
41080,treatment,essential oils,"{'allergy blend': 1, 'digize and copaiba': 1, '5 x digize': 1}"
41081,treatment,accutane,{'40mg': 2}
41082,treatment,etizolam,{'2 mg': 2}
41083,treatment,nitrofurantoin,{'50mg': 3}
41084,treatment,norco,{'7.5/325': 3}
41085,treatment,cephalexin,{'500mgx4': 2}
41086,treatment,cephalexin,{'500mgx4': 3}
41087,treatment,meclizine,{'25mg': 3}
41088,treatment,saline infusion,{'250 ml/hr': 3}
41089,treatment,bentyl,{'3 x 10mg': 3}
41090,treatment,axert,{'6.25': 2}
41091,treatment,aleve,{'2 x 220mg': 1}
41092,treatment,walking,{'1658steps': 1}
41093,treatment,cyclobenzaprine,{'2 x 5.0 mg': 1}
41094,treatment,phentermine,{'40mg': 1}
41095,treatment,sertraline,{'.75 mg': 1}
41096,treatment,phentermine,{'40mg': 2}
41097,treatment,augmentin,{'2 x 125mg': 5}
41098,treatment,phentermine,{'40mg': 8}
41099,treatment,electrolyte drink,{'750ml': 7}
41100,treatment,pain management,{'tiger balm': 1}
41101,treatment,exercise,{'20 min walk': 1}
41102,treatment,massage,{'head': 1}
41103,treatment,massage,{'2 home massages': 1}
41104,treatment,exercise,"{'2.0 short dog walks': 1, '3 dog wa': 1, '1.0 short dog walk': 1, '1.0 dog walk': 1, '2 dog walks': 2, '1 dog walk': 2, '3 dog wal': 1}"
41105,treatment,sleep,"{' small nap': 1, ' lots of napping': 1, '3+ hour nap': 1, '5 hrs ': 1, '2 hr nap': 1}"
41106,treatment,pain management,{'thc/cbd concentrate': 1}
41107,treatment,peppermint oil,{'roll-on': 2}
41108,treatment,foam roller,{'yoga wheel': 1}
41109,treatment,antihistamine,"{'10mg': 2, '2 x 20 mg': 1}"
41110,treatment,amitriptyline,"{'10mg': 1, '10 mg ': 1}"
41111,treatment,visanne,"{'2mg': 1, '4 mg': 1}"
41112,treatment,tumeric,{'1000mg': 1}
41113,treatment,electrolytes,{'20 oz': 1}
41114,treatment,phenergan,{'12.5 mg': 1}
41115,treatment,daily vitamin,{'1 pill ': 1}
41116,treatment,famotidine,{'2 x 20mg': 3}
41117,treatment,paroxetine,{'1 x 30mg ': 3}
41118,treatment,creon,{'3 pills x3': 4}
41119,treatment,amitriptyline,{'1/2 x 25mg': 12}
41120,treatment,amlodipine,{'10mg': 12}
41121,treatment,calcium carbonate,{'2x500mg': 12}
41122,treatment,hydroxychloroquine,{'1 x 200 mg': 12}
41123,treatment,mycophenolate mofetil,{'2x500mg': 12}
41124,treatment,prednisolone,{'1 x 5mg': 6}
41125,treatment,paracetamol,{'2x500mg': 4}
41126,treatment,escitalopram,{'15mg': 1}
41127,treatment,optilova,{'20mg': 1}
41128,treatment,optilova,{'20mg': 32}
41129,treatment,optilova,{'20mg': 3}
41130,treatment,melatonin,{'5mg': 22}
41131,treatment,escitalopram,"{'10mg': 1, '7.5mg': 21}"
41132,treatment,optilova,{'20mg': 22}
41133,treatment,escitalopram,{'7.5mg': 1}
41134,treatment,cleaning ,{'1.0 tablet': 1}
41135,treatment,medication,"{'1 tablet': 1, '1 ': 1}"
41136,treatment,lyrica,{'2 x 100mg': 1}
41137,treatment,trazadone,"{'50 mg': 2, '150 mg': 2}"
41138,treatment,clonazepam,{'1mg': 5}
41139,treatment,cymbalta,{'1 x 90mg': 5}
41140,treatment,lyrica,{'2 x 100mg': 5}
41141,treatment,marijuana,{'1 bowl every 2 to 4 hours as needed': 5}
41142,treatment,trazadone,{'50 mg': 5}
41143,treatment,lamictal,"{'200 mg.': 1, '100 mg': 8}"
41144,treatment,effexor xr,{'350 mg.': 1}
41145,treatment,metroprolol,{'50 mg.': 1}
41146,treatment,neurontin,{'2 x 900 mg.': 2}
41147,treatment,effexor xr,{'350 mg.': 2}
41148,treatment,metroprolol,{'50 mg.': 2}
41149,treatment,lamictal,{'200 mg.': 1}
41150,treatment,neurontin,{'2 x 900 mg.': 1}
41151,treatment,metroprolol,{'50 mg.': 25}
41152,treatment,entocort,{'9mg': 1}
41153,treatment,trazodone,{'25 mg (1/2 tab)': 1}
41154,treatment,zoloft,{'75 mg': 1}
41155,treatment,trazodone,{'25 mg (1/2 tab)': 5}
41156,treatment,zoloft,{'75 mg': 5}
41157,treatment,melatonin,{'10 mg ': 1}
41158,treatment,wellbutrin,{'150 mg': 1}
41159,treatment,zoloft,{'50 mg': 1}
41160,treatment,cbd oil,{'1 dropper 2x Daily': 1}
41161,treatment,vitamin d,{'2 x 500.0 IU': 1}
41162,treatment,fish oils,{'2 capsules': 1}
41163,treatment,lamictal,{'2 x 200mg': 1}
41164,treatment,myrbetriq,{'25 mg': 1}
41165,treatment,norethisterone,{'350mcg': 2}
41166,treatment,nano magnesium liquid,{'2 droppers': 2}
41167,treatment,nano magnesium liquid,{'2 droppers': 17}
41168,treatment,buscopan,{'4': 1}
41169,treatment,painkillers,{'4 codine': 1}
41170,treatment,flovent,{'250 mcg x2': 16}
41171,treatment,pantoprazole,{'1': 8}
41172,treatment,methylprednisolone,{'4mg': 5}
41173,treatment,albuterol inhaler,{'1 puff': 1}
41174,treatment,allergy shots,{'1.0 dose': 2}
41175,treatment,lyrica,"{'150 mg': 3, '250 mg': 5}"
41176,treatment,calcium,"{'1000 mg': 5, '1x 500mg': 1}"
41177,treatment,activated charcoal,"{'1 tsp': 1, '2 capsules': 3}"
41178,treatment,loratadine,{'1 pill ': 2}
41179,treatment,magnesium,{'daily 500mg': 1}
41180,treatment,vitamin b12,{'1ml x monthly': 1}
41181,treatment,vitamin d,{'4ml x monthly': 1}
41182,treatment,antihistimine - phenergan,{'25g x2': 19}
41183,treatment,antihistimine - loratadine,{'10mg': 20}
41184,treatment,novasone,{'x2': 18}
41185,treatment,oramorph,{'2 x 2.5ml': 1}
41186,treatment,vitassum ,"{'6 x 500 mg': 1, '6 x 250 mg': 2, '4 x 250 mg': 15}"
41187,treatment,gaba (gamma-aminobutyric acid),{'750 mg': 17}
41188,treatment,magnesium oxide,{'400 mg': 18}
41189,treatment,allegra d,"{'180 mg, 2 x a day': 17}"
41190,treatment,new mood,"{'1 cap': 3, '2 caps': 14}"
41191,treatment,butterber w/ feverfew,{'2 x 75/200 mg': 17}
41192,treatment,ashwagandha,{'475 mg ': 1}
41193,treatment,baclofen,"{'5 mg, 4 x a day': 1, '10mg 3 x  a day ': 21}"
41194,treatment,gaba (gamma-aminobutyric acid),{'750 mg': 1}
41195,treatment,vitamin b12,"{'5,000 mg': 1}"
41196,treatment,cbd,{'5 drops 4 x day': 1}
41197,treatment,d3,"{'6 x 1,000 IU': 1}"
41198,treatment,hydroxizine,"{'50 mg, 2 3 x day ': 1}"
41199,treatment,allegra d,"{'180 mg, 2 x a day': 1}"
41200,treatment,vitassum ,{'4 x 250 mg': 1}
41201,treatment,new mood,{'2 caps': 1}
41202,treatment,butterber w/ feverfew,{'2 x 75/200 mg': 1}
41203,treatment,mushroms,{'.34 oz': 1}
41204,treatment,mushroms,{'.34 oz': 14}
41205,treatment,dihydrocodeine,{'1 x 30mg': 6}
41206,treatment,cetirizine hydrochloride,{'1x 10mg': 6}
41207,treatment,hemp oil,{'2 pills': 6}
41208,treatment,setraline,{'2 x 100mg': 20}
41209,treatment,zoloft,"{'200mg': 1, '150 mg': 1}"
41210,treatment,fludrocortisone,{'.05': 20}
41211,treatment,hydrocortisone,"{'15, 5 daily': 20}"
41212,treatment,levothyroxine,{'175mcg': 20}
41213,treatment,sertraline,{'2 x 100mg': 20}
41214,treatment,probiotic,{'1 capsule ': 20}
41215,treatment,hemp seed oil,{'2 capsules': 20}
41216,treatment,maganesium,{'Go Magnesium 800 - 360mg': 20}
41217,treatment,ldn,{'4.5 mg': 17}
41218,treatment,dhc continus codeine,{'60mg': 14}
41219,treatment,diazepam,{'2x2mg': 12}
41220,treatment,vitamin c,{'2 pills': 9}
41221,treatment,omeprazole,{'1 x 10mg': 2}
41222,treatment,diazepam,{'2x2mg': 1}
41223,treatment,dhc continus codeine,{'60mg': 1}
41224,treatment,hemp seed oil,{'2 capsules': 1}
41225,treatment,maganesium,{'Go Magnesium 800 - 360mg': 1}
41226,treatment,asprin,{'1 x 500 mg': 14}
41227,treatment,self-heal,{'Worksheets': 1}
41228,treatment,omega-3,{'1.0 capsule': 1}
41229,treatment,latuda,"{'60 mg': 8, '40 mg': 7}"
41230,treatment,self-heal,{'Worksheets': 15}
41231,treatment,deep breathing,{'10 minutes': 15}
41232,treatment,omega-3,{'1.0 capsule': 15}
41233,treatment,multivitamin,{'1 tablet': 8}
41234,treatment,music,{'30 minutes': 15}
41235,treatment,food,"{'Somewhat healthy, 3 meals': 7}"
41236,treatment,prenatal vitamin,{'1 capsule': 7}
41237,treatment,compliment loved one,{'1 compliment': 7}
41238,treatment,housework,{'1 chore': 7}
41239,treatment,latuda,"{'40 mg': 16, '40mg': 4}"
41240,treatment,self-heal,{'Worksheets': 9}
41241,treatment,journaling,"{'Gratitude, inspiration, daily and mood tracker': 15}"
41242,treatment,food,"{'Somewhat healthy, 3 meals': 16, 'Pretty good': 1, 'Breakfast': 1}"
41243,treatment,compliment loved one,{'1 compliment': 9}
41244,treatment,housework,{'1 chore': 8}
41245,treatment,butrans,{'5mcg/hr': 36}
41246,treatment,diazepam,"{'1 x 2mg': 36, '1 x 5mg': 1}"
41247,treatment,diazepam,{'1 x 2mg': 2}
41248,treatment,diazepam,{'1 x 2mg': 3}
41249,treatment,butrans,{'5mcg/hr': 3}
41250,treatment,concerta,{'27 mg': 42}
41251,treatment,inderal,{'10.0 mg': 42}
41252,treatment,propavan,"{'1 natten innan': 40, '2': 2}"
41253,treatment,alvedon,{'1330': 41}
41254,treatment,alvedon,{'1330': 1}
41255,treatment,propavan,{'1 natten innan': 1}
41256,treatment,inderal,"{'10.0 mg': 2, '40 mg': 1}"
41257,treatment,concerta,"{'27 mg': 1, '36 mg': 1}"
41258,treatment,coconut water,{'1 cup': 1}
41259,treatment,fenugreek,{'1 tablet ': 1}
41260,treatment,orexin,{'1 cup': 1}
41261,treatment,orexin,{'1 cup': 18}
41262,treatment,choline,{'1 serving': 18}
41263,treatment,coconut water,{'1 bottle': 18}
41264,treatment,fenugreek,{'1 tablet': 18}
41265,treatment,decongestant,{'2 tablets': 18}
41266,treatment,antacid,"{'1 tablet': 17, '2': 1}"
41267,treatment,physical therapy exercises,{'3000 steps': 17}
41268,treatment,vitamin e,{'1 tablet': 16}
41269,treatment,b6,{'1 tablet': 16}
41270,treatment,coconut water,{'1 bottle': 2}
41271,treatment,vitamin e,{'1 tablet': 1}
41272,treatment,decongestant,{'2 tablets': 2}
41273,treatment,physical therapy exercises,{'3000 steps': 2}
41274,treatment,orexin,{'1 cup': 2}
41275,treatment,aspirin low dose,{'80 mg': 32}
41276,treatment,plaquenil 2 pills,{'2x 200 mg': 32}
41277,treatment,magnesium,"{'4x 500 mg': 30, '1x 500mg': 1, '2x500': 1}"
41278,treatment,vitamin b12,"{'5x 1000mg': 31, '3x 1000': 1, '1000.0 mcg': 1}"
41279,treatment,vitamin c (ascorbic acid),"{'4x 500 mg': 31, '1000mg': 1}"
41280,treatment,singular,{'10 mg': 32}
41281,treatment,urisidiol,{'4x 250 mg': 32}
41282,treatment,prenatal vitamin with dha,{'1x day': 32}
41283,treatment,n-acetyl cistenine,{'2x 1000mg': 32}
41284,treatment,plaquenil 3 pills,{'3x 200 mg': 32}
41285,treatment,aspirin low dose,{'80 mg': 13}
41286,treatment,plaquenil 2 pills,{'2x 200 mg': 13}
41287,treatment,plaquenil 3 pills,{'3x 200 mg': 13}
41288,treatment,magnesium,{'4x 500 mg': 13}
41289,treatment,plaquenil,{'1x 200 mg': 13}
41290,treatment,vitamin b12,"{'5x 1000mg': 12, '1 pill ': 1}"
41291,treatment,vitamin c (ascorbic acid),"{'4x 500 mg': 11, '1x250': 2}"
41292,treatment,singular,{'10 mg': 13}
41293,treatment,urisidiol,"{'4x 250 mg': 12, '1x250': 1}"
41294,treatment,prenatal vitamin with dha,{'1x day': 13}
41295,treatment,n-acetyl cistenine,{'2x 1000mg': 13}
41296,treatment,magnesium,{'2x 500': 1}
41297,treatment,vitamin b12,{'5x 1000mg': 1}
41298,treatment,vitamin c (ascorbic acid),{'4x 500 mg': 1}
41299,treatment,ursodiol,{'2x 500 mg': 1}
41300,treatment,prenatal vitamin with dha,{'1x day': 1}
41301,treatment,plaquenil,{'1x 200 mg': 1}
41302,treatment,plaquenil 3 pills,{'3x 200 mg': 3}
41303,treatment,magnesium,"{'4x 500 mg': 1, '2x 500 mg': 1}"
41304,treatment,vitamin b12,{'5x 1000mg': 3}
41305,treatment,urisidiol,{'4x 250 mg': 1}
41306,treatment,prenatal vitamin with dha,{'1x day': 2}
41307,treatment,plaquenil 2 pills,{'2x 200 mg': 1}
41308,treatment,vitamin c (ascorbic acid),{'4x 500 mg': 2}
41309,treatment,ursodiol,{'2x 500 mg': 2}
41310,treatment,n-acetyl cistenine,{'2x 1000mg': 2}
41311,treatment,mylicon simethicone,{'25 mg as needed': 21}
41312,treatment,vitamin c (ascorbic acid),{'4x 500 mg': 20}
41313,treatment,aspirin low dose,{'80 mg': 20}
41314,treatment,plaquenil 3 pills,{'3x 200 mg': 20}
41315,treatment,mylicon simethicone,{'25 mg as needed': 20}
41316,treatment,singular,{'10 mg': 20}
41317,treatment,urisidiol,{'4x 250 mg': 20}
41318,treatment,prenatal vitamin with dha,{'1x day': 20}
41319,treatment,n-acetyl cistenine,{'2x 1000mg': 20}
41320,treatment,plaquenil 2 pills,{'2x 200 mg': 20}
41321,treatment,deoxycycline,{'100mg x 2': 9}
41322,treatment,vitamin d3,{'3x 2000 units': 2}
41323,treatment,deoxycycline,{'100mg x 2': 2}
41324,treatment,mylicon simethicone,{'25 mg as needed': 2}
41325,treatment,acyclovir,{'400 Mg': 1}
41326,treatment,klonopin,"{'1 mg': 1, '4': 1, '13': 1}"
41327,treatment,kt tape,{'applied to left knee': 1}
41328,treatment,flexeril,{'2': 1}
41329,treatment,vistaril,"{'2 x 50mg': 1, '50mg as needed': 1}"
41330,treatment,np thyroid,{'90 mcg': 1}
41331,treatment,duexis,{'800.0 mg': 2}
41332,treatment,flexeril,{'1 pill': 2}
41333,treatment,lodine,{'1 pill': 2}
41334,treatment,amitriptyline,{'20 mg': 4}
41335,treatment,magnesium,{'.5': 4}
41336,treatment,sertraline,{'1 X 50mg': 4}
41337,treatment,domperidone,{'3 x 20mg': 3}
41338,treatment,provigil,"{'300mg': 5, '200 mg': 1, '1 x 200mg': 1}"
41339,treatment,provigil,{'300mg': 13}
41340,treatment,provigil,"{'1 x 200mg': 1, '300mg': 1}"
41341,treatment,amitriptyline,"{'25.0 mg': 1, '50 mg': 1, '1 x 25mg': 1}"
41342,treatment,magnesium,"{'500.0 mg': 2, '0.25g': 2}"
41343,treatment,tramadol,{'250.0 mg': 2}
41344,treatment,antihistamine,{'10mg': 1}
41345,treatment,folic acid,{'400.0 mcg': 4}
41346,treatment,magnesium,{'500.0 mg': 4}
41347,treatment,tramadol,{'250.0 mg': 4}
41348,treatment,amitriptyline,"{'2x25mg': 1, '25.0 mg': 1, '50 mg': 2}"
41349,treatment,antihistamine,"{'10.0 mg': 1, '10mg': 2}"
41350,treatment,prednisone,{'5.0 mg': 3}
41351,treatment,asprin,{'2 x 325mg': 20}
41352,treatment,advil,{'2000mg': 1}
41353,treatment,zofran,{'4mg every 6-8 hours': 1}
41354,treatment,oxycodone,"{""1 X's 5mg"": 1}"
41355,treatment,codeine,{'2 × 60mg': 1}
41356,treatment,gabapentin,{'5 ×400mg': 1}
41357,treatment,medications,{'All': 30}
41358,treatment,fentanyl patch change,{'25mcg/hr': 30}
41359,treatment,injections,{'cosentyx and methotrexate': 30}
41360,treatment,doctor appointment,{'Dr Ho 9am': 30}
41361,treatment,ventolin,{'2 puffs': 10}
41362,treatment,iron supplement,"{'1tsp ': 105, '2tsp': 1, '100mg': 11}"
41363,treatment,aromatherapy,"{'30.0 min': 12, '15.0 Drops': 264}"
41364,treatment,day nurse,{'2': 105}
41365,treatment,rescue remedy,{'1': 266}
41366,treatment,rescue remedy night,{'1': 102}
41367,treatment,heat pack,"{'1 x 30 mins': 250, '3 hour': 6, '1 hour': 3, '8 hours': 2}"
41368,treatment,iron supplement,{'1tsp ': 1}
41369,treatment,day nurse,{'2': 1}
41370,treatment,aromatherapy,{'15.0 Drops': 1}
41371,treatment,rescue remedy,{'1': 1}
41372,treatment,rescue remedy night,{'1': 1}
41373,treatment,vitamin d supplement,"{'2': 65, '1': 17}"
41374,treatment,chocolate vitamin drink,{'1 x 200ml': 69}
41375,treatment,aromatherapy,{'15.0 Drops': 3}
41376,treatment,rescue remedy,{'1': 3}
41377,treatment,rescue remedy night,{'1': 2}
41378,treatment,day nurse,{'2': 2}
41379,treatment,chocolate vitamin drink,{'1 x 200ml': 2}
41380,treatment,vitamin d supplement,{'1': 2}
41381,treatment,aromatherapy,"{'15.0 Drops': 1, 'diffuser ongoing CALM': 1}"
41382,treatment,iron supplement,"{'1tsp ': 1, '2@65mg': 1}"
41383,treatment,chocolate vitamin drink,{'1 x 200ml': 1}
41384,treatment,vitamin d supplement,{'1': 1}
41385,treatment,heat pack,{'1 x 30 mins': 1}
41386,treatment,gaviscon chewable,{'1 x': 150}
41387,treatment,aromatherapy,{'15.0 Drops': 2}
41388,treatment,gaviscon chewable,{'1 x': 2}
41389,treatment,heat pack,{'1 x 30 mins': 2}
41390,treatment,rescue remedy,{'1': 2}
41391,treatment,metoclopramide,{'1': 2}
41392,treatment,metoclopramide,{'1': 106}
41393,treatment,propranolol,{'2 X 40mg': 4}
41394,treatment,heat pack,{'1 x 30 mins': 4}
41395,treatment,rescue remedy,{'1': 4}
41396,treatment,gaviscon chewable,{'1 x': 4}
41397,treatment,metoclopramide,{'1': 4}
41398,treatment,metoclopramide,{'1': 1}
41399,treatment,fentanyl,{'12': 1}
41400,treatment,vitamin b12,{'1 x 1200 mcg': 3}
41401,treatment,lamictal,{'200 mg': 2}
41402,treatment,prozac,{'80mg': 2}
41403,treatment,targin,{'5mg': 1}
41404,treatment,herbal therapy,{'As Req.': 1}
41405,treatment,tincture,{'1 x Am': 1}
41406,treatment,tincture,{'1 x Am': 11}
41407,treatment,herbal therapy,{'As Req.': 11}
41408,treatment,tincture,"{'1 x Am': 43, '1 x am ': 3}"
41409,treatment,heat pack,{'2 x 30 mi s': 46}
41410,treatment,targin,"{'5mg': 43, '+ extra 5 mg ': 3}"
41411,treatment,herbal therapy,{'As Req.': 46}
41412,treatment,coconut oil,"{'1 * 1 tablespoon': 7, '4 times aplied': 21}"
41413,treatment,endone,"{'3 x 5 mg': 7, '1 x 5 mg': 20, '3 x 5mg ': 1}"
41414,treatment,ketaprofen,"{'1 x 30 ml': 27, '2 x vomited all': 1}"
41415,treatment,temaze,"{'3 x 10 mg': 20, '3 x 10 mg ': 1}"
41416,treatment,coconut oil,{'4 times aplied': 1}
41417,treatment,temaze,{'3 x 10 mg': 1}
41418,treatment,ketaprofen,{'1 x 30 ml': 1}
41419,treatment,tamiflu,{'75mg': 1}
41420,treatment,periactin,"{'4 mg 2 x day': 1, '12 mg': 1}"
41421,treatment,periactin,{'4 mg 2 x day': 1}
41422,treatment,prednisolone,{'7 30mg daily': 1}
41423,treatment,tramadol for pain relief ,"{'2 tablets ': 46, '1 twice a day ': 1, '1 tabs ': 1}"
41424,treatment,endep 10mg 1x day,"{'25mg': 28, '35mg': 6, '35 mg ': 1, '45mg': 7, '50mg': 6}"
41425,treatment,tramadol for pain relief ,{'2 tablets ': 1}
41426,treatment,endep 10mg 1x day,{'25mg': 1}
41427,treatment,sarotex,"{'25mg': 17, '35mg': 9, '50mg': 2, '10mg': 1}"
41428,treatment,ibuprofen,{'3 x 600mg': 1}
41429,treatment,cbt,{'reframing': 1}
41430,treatment,talk therapy,{'70min': 1}
41431,treatment,dbt skills,{'distress tolerance': 1}
41432,treatment,lortab,{'1 x 10mg': 1}
41433,treatment,acetyl-l-carnitine,{'2000': 1}
41434,treatment,ketorolac,{'30 mg': 1}
41435,treatment,norco,{'3 x 7.5mg': 1}
41436,treatment,percocet,{'2 x 10.325': 1}
41437,treatment,prochlorperazine,{'2 x 10mg': 1}
41438,treatment,verapamil,{'100mg er': 1}
41439,treatment,vitamin c (ascorbic acid),{'2 x 650': 1}
41440,treatment,vitamin d3,{'1 x 20000 IU': 1}
41441,treatment,vitamin c (ascorbic acid),"{'2 x 670': 1, '2 x 650': 1}"
41442,treatment,motrin,{'300 mg': 2}
41443,treatment,buspar,"{'15mg 2x': 5, '15x4': 1, '15mg x4': 2, '15mg x 4': 1}"
41444,treatment,modafinil,"{'100.0 mg': 7, '200 mg': 1, '1 x 100mg': 1}"
41445,treatment,buspar,{'15mg x4': 1}
41446,treatment,medical marijuana,{'edible': 1}
41447,treatment,trokendi,"{'100.0 mg': 2, '200 mg': 1}"
41448,treatment,clonazepam,{'0.5 mg pm': 2}
41449,treatment,gabapentin,{'100 mg x2': 2}
41450,treatment,hydromorphone,{'3 mg PO BID ': 2}
41451,treatment,magnesium,{'2 x 100mg ': 2}
41452,treatment,welbutrin,{'300mg': 2}
41453,treatment,ibuprofen,"{'3 x 600mg': 2, '2 x 400mg': 2}"
41454,treatment,ketamine,{'4 x 5mls': 4}
41455,treatment,lansoprazole,{'1 x daily': 2}
41456,treatment,venlafaxine,{'2 x 75mg': 4}
41457,treatment,co-codamol,{'3 x 30/500mg': 4}
41458,treatment,durogesic patch,{'37mg': 4}
41459,treatment,metroclopramide,{'2 x daily': 4}
41460,treatment,ketamine,{'4 x 5mls': 12}
41461,treatment,co-codamol,"{'3 x 30/500mg': 12, '1 x 30/500 mg': 3, '2 x 15/500 & 2 x 8/500': 5}"
41462,treatment,durogesic patch,{'37mg': 12}
41463,treatment,metroclopramide,{'2 x daily': 12}
41464,treatment,journaling,{'1.0 serving': 1}
41465,treatment,aripiprazole,{'20mg': 1}
41466,treatment,fluoxetine,{'3mg': 1}
41467,treatment,seroquel,{'4 x 25mg': 1}
41468,treatment,running,{'45': 30}
41469,treatment,running,{'45': 7}
41470,treatment,amitriptyline,{'125': 7}
41471,treatment,levothyroxine,"{'100': 2, '5x100 + 2x75': 5}"
41472,treatment,flexeril,{'10 mg': 14}
41473,treatment,thyroid meds,{'30mg': 14}
41474,treatment,pantoprazole,{'1 x 40mg': 10}
41475,treatment,thyroid meds,{'30mg': 1}
41476,treatment,dhea,"{'5mg x 1': 1, '10mg': 1}"
41477,treatment,b-complex,{'2 capsules': 2}
41478,treatment,infrared sauna,{'45 minutes': 1}
41479,treatment,propranolol,{'1 x 60mg': 23}
41480,treatment,sertraline,"{'1 x 100mg': 22, '125mg': 1}"
41481,treatment,topamax,"{'1 x 2 x 50 mg': 19, '2 x 50mg ': 1, '100x2': 1, '2x100 mg': 3, '100 mg': 3}"
41482,treatment,magnesium,{'400 mg': 10}
41483,treatment,diclofenac,{'1 x 75 mg': 3}
41484,treatment,topiramate,{'150mg': 1}
41485,treatment,dextroamphetamine,{'2 X 10.0 mg. ': 1}
41486,treatment,lamotrigine,{'3 X 25 mg': 1}
41487,treatment,nasacort,{'two sprays each nostril': 1}
